speaker,text,start_time,end_time,cleaned_text,is_question,is_exclamation,contains_negation,contains_reference,contains_agreement,contains_disagreement,contains_emotion_words,contains_personal_attack,contains_group_identity,contains_emphasis,contains_conditional,sentence_length
TRUMP,I would love to end it. I would love to end it.,,,i would love to end it. i would love to end it.,False,False,False,False,False,False,False,False,False,False,False,12
WALLACE,I would love to know sir. . . You know sir if you want to switch seats,,,i would love to know sir. . . sir if you want to switch seats,False,False,False,True,False,False,False,False,False,False,True,15
TRUMP,". . . we could, very quickly",,,". . . we could, very quickly",False,False,False,False,False,False,False,False,True,True,False,7
WALLACE,. . . we can do that.,,,. . . we can do that.,False,False,False,False,False,False,False,False,True,False,False,7
TRUMP,"I’ll send in the National Guard, it would be over. That’d be no problem. But they don’t want to accept the National Guard.",,,"i ll send in the national guard, it would be over. that d be no problem. but they don t want to accept the national guard.",False,False,True,True,False,True,False,False,True,False,False,26
WALLACE,"You have repeatedly criticized the Vice-President for not specifically calling out Antifa and other left-wing extremist groups. But are you willing, tonight, to condemn white supremacists and militia groups and to say that they need to stand down and not add to the violence in a number of these cities as we saw in Kenosha and as we’ve seen in Portland.",,,"you have repeatedly criticized the vice-president for not specifically calling out antifa and other left-wing extremist groups. but are you willing, tonight, to condemn white supremacists and militia groups and to say that they need to stand down and not add to the violence in a number of these cities as we saw in kenosha and as we ve seen in portland.",False,False,True,True,False,True,False,False,True,False,False,62
TRUMP,"Sure, I’m willing to do that.",,,"sure, i m willing to do that.",False,False,False,False,False,False,False,False,False,False,False,7
WALLACE,"Are you prepared specifically to do it. Well go ahead, sir.",,,"are you prepared specifically to do it. well go ahead, sir.",False,False,False,True,False,False,False,False,False,False,False,11
TRUMP,I would say almost everything I see is from the left-wing not from the right wing.,,,i would say almost everything i see is from the left-wing not from the right wing.,False,False,True,False,True,True,False,False,False,False,False,16
WALLACE,"So what are you, what are you saying?",,,"so what are you, what are you saying?",True,False,False,True,False,False,False,False,False,False,False,8
TRUMP,I’m willing to do anything. I want to see peace.,,,i m willing to do anything. i want to see peace.,False,False,False,False,False,False,False,False,False,False,False,11
WALLACE,"Well, do it, sir.",,,"well, do it, sir.",False,False,False,False,False,False,False,False,False,False,False,4
BIDEN,Say it. Do it. Say it.,,,say it. do it. say it.,False,False,False,False,False,False,False,False,False,False,False,6
TRUMP,"You want to call them? What do you want to call them? Give me a name, give me a name, go ahead who would you like me to condemn.",,,"you want to call them? what do you want to call them? give me a name, give me a name, go ahead who would you me to condemn.",False,False,False,True,False,False,False,False,False,False,False,28
WALLACE,White supremacists and racists.,,,white supremacists and racists.,False,False,False,False,False,False,False,False,False,False,False,4
BIDEN,Proud Boys.,,,proud boys.,False,False,False,False,False,False,False,False,False,False,False,2
WALLACE,White supremacists and white militias.,,,white supremacists and white militias.,False,False,False,False,False,False,False,False,False,False,False,5
BIDEN,Proud Boys.,,,proud boys.,False,False,False,False,False,False,False,False,False,False,False,2
TRUMP,"Proud Boys, stand back and stand by. But I’ll tell you what, I’ll tell you what: somebody’s got to do something about Antifa and the left because this is not a right wing problem this is a left-wing. This is a left-wing problem. . .",,,"proud boys, stand back and stand by. but i ll tell you what, i ll tell you what: somebody s got to do something about antifa and the left because this is not a right wing problem this is a left-wing. this is a left-wing problem. . .",False,False,True,True,True,True,False,False,False,False,False,48
